Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2019年10月,25022358,15808086,5238197,67004,3989668,1863433,831059,938692,379332,451580,384036,174735,280178,9537,9042,619,143593,8724,5488,8449,2,3703,100,528,0,4349,53,234,115,0,10517,1,1617465,456579,308823,262457,2819,63,19195,221184,194689,129932,13829,4,197,5255,148,21,2270,2763019,809530,318200,158188,203826,245470,331591,53848,179279,45698,33076,50467,57217,24550,26928,93980,19606,6876,32888,16042,17120,5904,1883,49,2604,0,504,1887,1776,16,9460,381,2,413,123,293,2646,167,1592,3169,1089,1178,3090010,2946863,138634,174907,90485,2453,7693,73,7,0,0,228,8,6022,1513,5888,0,334,12396,434,0,10192,32148,32,0,3548,0,1037,304063,172938,82999,14856,5533,13534,226,1557,44,207,10132,583,486,949,1185843,1036160,56269,26,112,0,401,2,84822,5939,388,1179,32,1,0,50,70987,39023,85,935,142,3311,1581,0,0,52,97,0,255,1,0,5388,0,0,1633,10,0,476,532,228,5,0,168,248,47,0,4462,116,1,274,3907,711,346,3,28,28,886,2,380,73,321,0,19,392,68,1091,8,21,3369
2019年11月,24283881,14371946,4856818,84974,3981887,1280842,688553,874568,343482,476432,360550,181400,248562,7087,7143,256,138882,6464,4172,5333,24,32888,84,745,0,6419,53,513,100,0,9495,0,1776844,573478,267127,428763,8611,63657,19018,300866,15441,67217,16413,0,601,13390,154,18,2090,3191351,874351,787541,188739,246195,255991,185473,59346,147109,53058,33079,48283,63453,18404,20682,59806,21887,8955,27212,28705,19784,6588,5388,116,2487,0,713,2722,1494,53,9797,656,2,437,344,289,3516,272,535,2839,971,929,3368584,3242093,122841,183184,66195,3084,8635,64,0,0,0,83,37,4865,1198,6957,0,300,6696,543,0,7606,46324,43,0,29577,0,484,399951,218841,129408,14354,7820,15321,252,1049,54,135,9204,718,1098,1697,867297,765322,59537,0,180,0,303,6,40776,492,27,149,0,1,0,3,115416,48282,0,120,1444,2798,714,0,19,28,2,0,498,41,0,25,34,0,2203,0,0,478,168,45,0,0,0,581,7,0,7811,161,3,0,3571,346,344,130,4,3,303,0,473,1,260,272,179,186,17,836,38,119,1266
2019年12月,26998889,16002719,5362876,88295,4316984,1533603,742565,970191,356076,593804,389372,185199,306476,7981,7671,800,220943,8841,5374,6152,2,8018,126,686,0,4686,194,345,178,0,4509,0,1950350,559453,514403,364134,7685,65856,34015,166257,76260,131690,23743,9,527,2297,532,1,3488,4200612,820298,1766669,174953,242425,290382,213379,58176,163924,48448,29859,65582,65670,17665,20693,80558,21282,7462,24020,24951,22442,4001,2643,130,3448,0,1979,1467,3415,19,9997,617,1,112,278,1842,3384,149,1107,3354,870,624,3280200,3119377,157825,175061,85071,2325,7973,164,59,0,2787,109,2,3974,1752,5322,0,45,11721,295,0,10309,37764,0,0,4691,2,416,266286,107302,124794,11137,5211,3887,375,592,24,163,7458,466,668,4160,907455,798864,59314,2,95,0,222,0,42707,4551,618,534,0,1,0,39,205246,44753,67969,407,394,1458,47239,25,0,81,29,0,491,0,1,2706,0,0,1139,0,373,564,282,127,12,0,6,11281,151,556,11398,36,439,0,3452,589,942,1,61,98,481,0,257,0,1066,0,161,262,5,1177,106,12,4440
2020年,286147643,181223481,63587815,1220676,45900765,20610395,8989117,9889400,4507631,5496903,4543670,2125028,2199511,96696,84010,5009,54906,118017,62839,62948,4,156010,803,12414,0,73270,1386,7326,1166,0,42526,78,15813853,4850488,2527061,2830223,65447,786142,359452,2317353,718339,1069559,214105,23,3481,59879,3019,175,9095,36796875,10178449,6557916,1901819,2662264,2992785,3234564,752124,2236489,749158,399171,683066,882927,373645,411900,883087,329906,115021,369485,267967,197446,86578,105734,1342,48246,0,12273,31515,22371,314,109179,8149,27,1809,1923,10174,36916,30718,4052,32011,38723,14320,34083205,32513548,1536611,2070156,1074223,26579,93507,1470,415,2,44,669,184,60784,31740,79178,54,4581,106006,5828,4,143556,379779,257,21,51871,115,5671,4108496,2020560,1330487,229527,261574,85296,5548,13991,292,1546,123447,8110,10842,16621,9720528,8062645,867941,2254,2679,0,2196,11,704791,62912,2834,8022,164,4,8,60,2235041,494922,501993,2330,7213,199258,125678,21,304673,259,11,0,7193,87,221126,62308,34,125,24189,0,1,3736,1922,49137,264,0,2173,15986,223,269,51423,2003,176,298,38864,4409,7488,7090,799,187,5040,6,3021,723,694,1775,2606,5714,2067,13354,1278,61,53555
2020年1月,21621253,12917477,4666678,76844,3010318,1276940,856265,772704,309270,391124,285176,141485,271684,8377,5512,618,0,8364,4964,6101,2,8844,114,1182,0,3195,93,87,111,0,2,3,2052369,708262,295542,247951,7481,199122,29816,222056,175677,150383,10044,0,242,4428,388,0,977,2521541,704412,377845,137432,198129,185711,259633,47707,169502,71387,22799,38959,79633,20357,36401,54716,14874,7697,31122,18593,4733,6223,1013,93,2322,0,3782,2172,1215,3,7399,723,2,139,104,252,2610,3440,767,3271,1250,785,2808143,2666101,138820,129581,65044,2373,6269,37,54,0,0,150,0,3615,645,2438,0,198,12097,380,0,13572,22015,28,0,148,2,282,273251,98768,102278,15824,27854,17082,317,1247,52,59,7048,663,595,1464,806086,656953,53201,2,80,0,236,0,88116,6665,51,596,0,1,1,0,104686,32071,34,0,512,1416,7346,0,1,0,0,0,313,0,45380,1002,25,0,725,0,0,479,52,56,7,0,132,315,140,104,4361,292,157,1,1688,316,660,126,15,2,707,0,372,42,632,0,159,379,3,1079,6,2,3428
2020年2月,22040469,12583255,3229830,84661,3937622,1455846,666523,823526,343508,405090,385464,183603,187741,9309,5878,260,0,8368,11116,4846,0,10165,97,1858,0,3291,185,637,70,0,9357,1,2247961,953638,380562,378050,6269,0,26957,213068,148910,118718,14856,4,530,3792,590,1,2016,2550645,759426,379944,142998,228844,227292,226274,50317,155902,37517,24552,51387,58358,18486,17515,57363,14481,7852,19036,37100,4072,4683,998,119,3056,0,179,2568,1082,23,7696,497,4,177,102,308,3517,342,317,2227,1267,879,3028812,2895177,131764,149667,68242,1882,6092,125,24,0,0,36,0,3744,1481,5577,0,320,11566,499,1,10983,37315,0,0,604,4,819,390157,223706,115600,10821,22292,2707,19,371,57,91,11087,595,595,2095,900644,744908,58974,1,310,0,193,0,91511,3777,405,97,76,3,1,0,180321,21097,70107,361,5152,20632,795,7,0,69,0,0,440,0,42979,1454,3,124,822,0,0,0,244,18,45,0,197,321,8,0,1546,198,0,1,1944,242,340,3062,148,52,537,1,107,31,7,235,21,315,5,1253,100,15,5085
2020年3月,25402823,15931149,5422260,139657,4241827,1721309,807226,844279,341258,595275,440232,196760,163198,10014,6904,233,0,12964,6110,6734,0,1613,83,1263,0,8805,58,759,90,0,12338,3,1323829,324145,334953,224664,6854,4283,24132,228172,73216,86176,7282,0,318,6403,226,9,2987,3108105,828724,486558,158914,246989,258246,406644,72550,134880,48130,30930,66846,75456,31017,26932,62419,27961,6938,24947,38284,32889,6950,1254,73,3264,0,983,2341,2212,17,10122,657,1,284,140,1259,4240,401,387,2314,2298,814,3484436,3324398,156442,171614,81285,2981,8115,160,1,0,18,1,154,7764,1992,5335,0,586,5011,620,1,24925,26175,35,0,5787,0,337,358688,157130,134381,39097,7582,4712,68,647,104,136,10681,685,865,2477,807897,672239,75681,0,236,0,262,0,53725,3560,685,1155,0,0,0,4,209093,28501,69173,312,53,1177,16696,0,1,24,1,0,152,0,57094,4762,0,0,806,0,0,144,560,91,42,0,0,794,7,0,10585,217,11,3,3461,420,651,3028,3,2,576,0,185,89,2,0,204,174,215,1417,52,5,6773
2020年4月,22780431,14636490,5433703,70798,3682276,1478712,720638,681571,459264,457325,406792,120565,142832,6229,7054,294,215,7561,2372,4776,1,39437,7,1004,0,7772,221,587,8,0,4255,7,1200880,289335,197407,144143,3967,180919,32940,212423,44559,82979,7975,6,215,3087,197,1,727,2952201,913382,437493,158547,189048,199400,214311,53557,187032,59008,26489,73932,58605,69155,20133,131542,37840,6010,23109,15187,11923,5089,30089,79,2259,0,811,3118,2579,53,6867,659,2,148,109,1493,3463,943,116,2448,2434,1564,2431716,2308909,121218,169997,78965,1129,5939,77,0,0,0,27,0,3505,13259,5391,0,351,4565,380,0,7423,41630,27,0,6739,4,329,300468,157544,96749,8909,20269,4713,130,1227,0,79,7385,675,927,1786,927066,747830,89479,23,267,0,59,0,84031,3919,432,521,0,0,0,37,154941,17584,23,0,3,73419,480,0,7103,50,2,0,271,0,35002,3169,0,0,704,0,0,420,102,119,0,0,0,561,1,0,2990,38,0,0,2172,144,432,67,1,10,290,0,202,542,23,0,134,292,1067,767,21,3,5995
2020年5月,22198610,14430917,5431373,87904,3439646,1523250,621486,793998,353181,523361,389314,159021,171883,4910,4016,368,1,7295,3380,3465,0,16778,16,612,0,9971,367,877,23,0,5721,36,1005216,195419,157010,212193,1945,0,30997,176297,114827,79949,27844,0,283,8066,215,0,171,2710139,879265,288547,159432,188442,182129,288671,59613,154849,39815,40684,50642,87536,29925,57616,56880,21103,9613,32437,19887,18530,6318,1945,53,4165,0,865,3539,1572,45,7753,1191,2,137,56,581,3506,2073,385,2734,3789,1574,2579240,2429495,147605,172636,63880,2450,9940,210,0,0,0,178,26,8011,1499,5638,18,535,4516,696,0,6309,31908,39,0,36125,0,266,322742,118463,122551,28699,31482,13920,120,1093,0,296,3746,430,1214,648,804651,639739,111023,510,175,0,0,1,44735,7506,31,456,75,0,0,8,166714,35441,36143,0,458,37669,7300,0,14879,21,2,0,617,55,0,2897,1,0,2778,0,0,42,94,679,78,0,0,10288,8,0,10045,192,1,200,2394,297,106,119,22,3,744,0,665,0,8,0,135,338,309,627,143,6,121
2020年6月,22138405,14608411,5155543,89180,3940525,1501473,629606,882108,302228,422832,355350,174513,184147,5257,5342,213,0,6692,3888,5250,0,1361,39,1550,0,5995,54,504,162,0,4695,0,847132,252084,102956,151468,7800,0,27949,181016,15876,77939,25219,3,258,4254,209,20,81,2705665,689882,489956,135614,202935,287311,290365,55218,156183,43918,34455,41584,59022,33876,18434,48595,23007,6021,17040,15150,4164,14455,2404,93,7227,0,665,4293,1566,3,8976,711,0,109,118,1647,1755,530,489,2269,3101,1098,2602668,2469295,132507,156348,75909,1128,8388,85,6,0,0,123,1,3196,2026,20590,0,362,3460,576,0,10535,29479,15,20,161,2,160,350101,131192,124758,18059,59480,4680,310,607,0,156,9016,474,661,708,775670,646961,81822,2,259,0,119,0,40667,3242,198,2129,0,0,0,0,85128,32409,4,251,28,519,2297,0,22863,8,3,0,983,0,99,905,0,0,2154,0,0,134,0,180,0,0,0,693,7,0,8982,357,0,81,2527,573,392,204,19,6,390,0,237,0,1,5,161,365,70,1145,45,0,5674
2020年7月,22759043,14800660,5145625,89237,3714405,1603906,815947,865426,308634,524545,341491,168972,225467,8374,3593,231,0,10644,5124,5590,0,16479,42,611,0,7553,99,1260,43,0,1,2,1326657,365328,136218,251775,1233,92522,23095,237513,31965,121455,58766,0,442,5702,331,80,232,2700453,823314,143616,138864,224969,242017,265298,67292,185038,76784,40416,43423,69716,27048,85748,119460,26673,9836,27281,19121,15844,6694,1339,140,4203,0,1726,2135,1823,18,8356,651,4,90,106,496,3237,6482,82,3202,5595,1054,2468024,2352193,113305,156709,87563,1911,10671,43,133,0,0,20,0,3038,1428,6152,0,283,6598,558,0,7766,29755,0,0,192,0,352,348044,192498,107681,7976,22651,4519,275,1309,0,107,8179,693,1826,281,702491,561455,90256,173,172,0,107,0,44127,4676,49,1166,0,0,0,0,248738,66061,56423,639,321,9528,12923,1,67626,12,1,0,1338,0,0,3880,3,1,4664,0,0,983,286,57,0,0,354,927,15,0,5573,11,0,0,6871,433,584,104,10,3,114,0,25,9,1,109,146,327,315,1001,113,12,6211
2020年8月,24684138,15658864,5543063,124736,3657865,1859832,797779,819907,421168,522824,366584,182675,218575,10208,11758,166,0,18394,5028,5260,0,3061,41,941,0,4420,17,343,55,0,544,1,1294956,422638,286176,160233,6596,148498,26502,149313,12017,65645,10194,0,368,6406,156,8,206,3293471,1001656,555672,151947,226154,271372,265359,59061,225214,73385,31305,62448,70250,30190,25367,50776,40915,11641,38081,19355,37495,7719,2381,145,6038,0,992,2293,1883,40,9259,918,0,188,175,924,2768,211,306,2714,4248,1351,2805849,2690892,111776,189779,119781,1503,7049,172,84,2,21,23,0,5081,1564,6102,16,474,10770,502,1,13037,22363,0,0,441,23,474,444711,238472,125001,23058,29617,3351,3731,2198,40,172,15205,1099,1173,1563,774225,663452,80331,360,118,0,145,0,23941,5109,148,130,13,0,0,7,215351,71616,44703,181,231,25328,9320,0,34578,0,0,0,731,2,0,4289,0,0,4520,0,1,343,0,219,0,0,151,650,21,0,2998,21,4,2,2817,350,2275,10,111,6,850,1,420,0,1,308,355,1111,2,1408,219,0,4255
2020年9月,23650312,15213811,5277023,92429,3769378,2004086,685871,833255,360125,392230,339829,185948,167716,8556,3244,509,2,12977,6379,5979,0,27936,68,867,0,4136,0,172,104,0,910,4,1013405,264359,87438,285956,2920,0,29181,214345,55845,57726,11194,2,68,3598,185,35,553,3279125,779754,774756,172147,210118,272790,266297,76441,156299,104395,31023,59899,86381,30508,26268,59508,16067,9954,34056,28213,7873,6229,24196,112,2285,0,448,2341,1824,30,12390,335,3,182,267,688,2806,8587,342,2662,8073,1124,2627586,2507751,116953,190223,113397,2912,7528,193,28,0,5,0,2,3326,1719,5177,0,172,9666,361,0,13280,31645,50,1,211,5,346,369565,228538,101373,11614,5901,3894,151,1626,0,194,13583,548,712,1386,797488,685411,61080,269,16,0,191,6,46005,3990,180,69,0,0,5,0,151491,30371,55111,255,105,794,10473,0,35161,0,0,0,603,0,0,2387,0,0,2516,0,0,478,244,111,0,0,487,279,4,93,202,187,0,1,4982,642,1459,2,446,89,209,0,268,7,0,408,351,452,0,1475,162,0,47
2020年10月,24790254,15792820,5483545,85922,4080133,1981990,742397,838800,443466,394587,387331,184489,135947,7973,4208,919,0,8907,4285,5621,0,7852,90,1008,0,6674,75,456,166,0,2205,14,1242806,441367,137590,291545,7372,14036,39951,211436,10551,65052,14840,2,272,8207,60,1,524,3341584,844663,794855,169881,217296,262719,247310,84208,154504,55460,42714,71235,66261,29210,32202,91486,37081,8963,31389,15822,17203,6296,27315,147,3428,0,371,3800,1636,29,9636,612,7,50,245,653,3326,443,317,3588,2793,1140,3024422,2914552,106339,175241,88211,3410,7170,93,14,0,0,6,0,9917,2409,5766,17,455,11372,601,1,13163,30739,15,0,981,23,360,286417,146353,77795,15947,19248,8396,43,830,39,63,13278,1307,1256,1806,762517,622894,64386,257,396,0,285,0,68187,4179,284,1494,0,0,0,0,157055,39139,409,0,138,806,1369,13,47235,52,0,0,622,30,0,4319,0,0,1897,0,0,186,243,47275,24,0,362,317,5,0,1463,49,2,5,3094,253,39,129,9,3,34,0,86,1,0,192,199,443,70,1031,97,0,4373
2020年11月,26795624,17286877,6578903,131087,4043342,2113330,770818,932315,443119,419504,417824,204276,155964,8628,8857,681,425,7365,5072,3074,1,9960,104,703,0,6249,68,958,165,0,1,2,1118243,290796,248697,240006,8802,43190,33364,138070,25971,74223,10852,3,171,3423,199,10,466,3566598,1028846,634515,180932,269452,283368,193725,59839,364489,68293,40673,52580,82877,26971,42643,63715,23504,10406,46824,19576,30850,6548,2331,152,3513,0,765,1395,2911,26,11149,606,1,185,333,460,2991,145,335,2760,2366,1565,3114101,2989777,120374,221710,127764,3548,7494,114,56,0,0,40,1,5601,2055,6381,3,366,13450,392,0,10839,41991,23,0,337,4,1011,323308,161843,88998,38996,7088,11946,115,1232,0,133,10317,614,495,1471,834043,708003,55053,331,229,0,360,2,61624,7950,56,97,0,0,0,0,320647,43634,124698,31,174,10828,1572,0,56496,23,1,0,545,0,40572,21084,1,0,1398,0,0,371,97,226,67,0,397,639,1,0,1558,371,0,2,3810,428,211,24,12,1,356,4,217,1,7,401,421,581,6,1154,210,18,7635
2020年12月,27286281,17362750,6220269,148221,4383428,2089721,874561,801511,422410,448206,428283,222721,174357,8861,17644,517,54263,8486,5121,6252,0,12524,102,815,0,5209,149,686,169,0,2497,5,1140399,343117,162512,242239,4208,103572,34568,133644,8925,89314,15039,3,314,2513,263,10,155,4067348,925125,1194159,195111,259888,320430,310677,66321,192597,71066,33131,70131,88832,26902,22641,86627,46400,20090,44163,21679,11870,9374,10469,136,6486,0,686,1520,2068,27,9576,589,1,120,168,1413,2697,7121,209,1822,1509,1372,3108208,2965008,139508,186651,104182,1352,8852,161,15,0,0,65,0,3986,1663,4631,0,479,12935,263,0,11724,34764,25,0,145,48,935,341044,166053,133322,10527,8110,5376,269,1604,0,60,13922,327,523,936,827750,712800,46655,326,421,0,239,2,58122,8339,315,112,0,0,1,4,240876,76998,45165,300,38,17142,55107,0,18730,0,1,0,578,0,0,12160,1,0,1205,0,0,156,0,106,1,0,93,202,6,72,1120,70,1,2,3104,311,339,215,3,10,233,0,237,1,12,117,320,937,5,997,110,0,3958
2021年,381957539,237772273,82484777,1709026,56116546,30639558,12073253,11798642,7909457,6146516,5961364,2997760,3177653,113420,158966,6375,142009,118922,87712,62507,7,148774,1689,15644,0,110446,2381,11524,1420,5,14061,165,25325279,7895186,4552442,4940176,75031,1077492,398535,2729387,1772845,1522386,257555,172,8483,86787,3101,110,5589,47331006,12506054,10232723,2374628,3012617,3524141,5014460,878641,2252128,678084,531555,824072,1053232,412080,779990,768484,396974,203067,424645,499352,220649,165671,74002,1400,44257,2,33091,46807,32450,249,130558,8643,30,5346,2557,20631,46447,9165,4590,42834,39370,11915,41665384,39258764,2359515,2936781,1639738,49767,117339,1389,1245,3,1123,778,44,110229,52720,91341,14,4115,80641,8312,7,137748,524288,253,0,102691,151,4426,5948203,2610672,2033162,346565,456659,116009,4672,127991,733,1368,175117,8316,12484,52342,16849507,14939208,1003916,3565,1955,60,2070,11,797332,88208,1875,2379,41,3,3,230,4007812,1014288,286918,10099,127300,588764,384958,34,426557,161,128,1,150437,2,460677,90905,5,95,24844,4,4,2393,684,2316,156,128,1410,32933,635,260,56432,3910,110,2218,74975,3340,2723,1840,445,371,6041,10,2245,167,525,2298,6653,7047,613,15035,1941,17,170554
2021年1月,28170023,18297525,6788448,178688,4114096,2264121,997324,832294,347382,562524,473217,244101,189999,10022,6191,743,0,10899,7091,6616,0,19378,104,1577,0,5167,157,605,170,0,2464,7,1422345,449544,230177,212315,4539,194969,36151,136210,38692,96951,16781,1,838,4308,231,0,638,3071538,916860,370758,158725,279683,295965,259700,63685,175311,56990,27169,50253,54032,52681,27202,53691,40557,20779,30387,43708,15962,12956,32599,113,3471,0,1147,2717,2042,4,7973,894,2,223,214,2084,3033,2156,171,2080,1473,671,3263386,3109431,149998,228169,114940,3174,6973,146,71,0,0,42,7,5353,1703,4548,0,259,7825,791,0,13812,41151,0,0,26466,21,561,452134,210329,180231,18007,12507,12236,303,878,53,3,14759,425,965,1350,1043915,906732,97491,116,0,0,380,0,30666,7958,28,51,0,0,1,30,381842,24183,59998,0,48761,82372,38176,0,42414,7,0,0,22990,0,2,7290,0,0,2071,0,0,21,0,25,0,0,4,626,147,0,3409,205,88,539,8501,261,168,458,16,102,477,0,216,29,1,287,305,1113,0,1514,5,13,1609
2021年2月,23386978,14317304,4486341,118366,3758416,1921158,840308,755653,354087,321398,361238,187449,182058,6479,10847,73,67858,9112,14304,4464,0,2454,104,1321,0,14340,130,232,158,0,1,0,1349713,439960,200394,285430,4689,100794,22125,163679,17922,69836,37879,0,260,6115,205,4,421,3190412,768965,948930,140497,194398,210577,280761,50883,139116,40736,36346,64395,74934,21716,31482,56711,20939,7360,17843,42491,4579,4251,3041,114,2420,0,950,4005,2167,2,9262,412,0,61,199,431,2866,91,240,2822,1540,624,2747076,2582640,163133,175873,104956,1423,8496,76,46,0,0,77,0,5100,1559,7616,0,140,11772,263,0,8257,24988,0,0,287,4,529,306513,139103,99755,29851,13322,13120,283,321,0,30,7394,257,991,2057,888433,784623,43085,209,314,0,124,0,52043,7190,44,80,29,0,0,0,403448,35782,0,177,84,81298,88907,0,0,13,2,0,121403,0,55415,6615,0,0,1138,3,2,258,2,202,0,0,168,326,3,0,1058,195,6,29,3160,150,96,2,0,105,1404,0,91,0,10,148,200,282,143,687,9,0,2958
2021年3月,32304112,20540056,6712997,175170,5268206,2514146,1032126,1093623,614614,525008,544970,241845,257155,11918,8312,411,71464,12803,6712,3179,0,41236,79,1646,0,39459,420,846,127,0,1702,2,1956106,662893,333661,397673,3081,0,38454,243367,97283,154946,14062,2,309,9295,195,9,876,4202280,1110037,881613,180743,279839,298816,471340,107326,232175,91543,43933,80774,86814,27988,43739,68303,20653,12897,48334,29575,33994,8019,3215,136,4329,2,1600,2334,3893,40,11033,1165,3,197,200,1747,3539,430,306,2980,3343,752,3393089,3227754,160376,262263,134741,5000,11212,143,184,0,68,15,0,12828,3379,8634,0,713,11159,1274,7,23703,47132,44,0,1113,13,380,394703,145965,185054,20960,16409,4373,1351,3738,127,173,9357,1039,1047,4855,1227939,1067921,78956,669,156,60,374,0,72067,6761,304,30,0,0,0,0,319260,49009,13477,62,680,39279,50338,0,75329,21,0,0,782,2,61839,8155,1,0,1637,0,1,329,0,81,9,0,347,1360,14,3,948,720,7,4,5776,680,59,289,63,5,112,0,182,0,0,3,280,296,18,1565,49,4,4660
2021年4月,28850870,18073483,6423818,146305,4406135,2189178,936000,848728,533194,478971,463472,229527,267783,9140,20492,97,210,8155,12347,4472,7,604,62,1784,0,3918,297,1715,69,0,0,0,2007186,542508,271848,602677,7839,64167,30189,185324,161969,121075,7357,7,4681,6945,430,2,167,3492332,965939,589517,180131,232344,297618,365346,76601,179420,60494,31072,62487,62376,27107,66237,74066,25260,14232,37365,76275,12356,10513,1609,150,3475,0,2873,1562,2384,6,11225,424,2,177,155,6955,4094,202,100,3763,4264,911,3327013,3107481,217961,209783,100704,2675,8479,78,34,0,0,42,0,9637,3169,9301,0,383,10244,768,0,10074,52652,38,0,374,0,310,396286,126735,209387,18683,7483,11033,113,5769,91,0,9282,707,1253,5651,1156400,1032186,73767,361,113,0,97,2,42484,5893,387,200,0,1,0,135,179926,31885,219,411,1369,227,1066,0,49241,12,121,0,17,0,66627,7974,0,0,2249,0,1,109,0,169,8,0,92,655,15,25,1369,210,0,10,5352,302,441,187,9,0,255,0,104,50,20,116,216,821,91,1152,99,0,6320
2021年5月,31327893,19604512,7128403,232195,4349996,2424739,933268,1000676,618617,518177,549661,272801,267739,14322,5868,702,22,7980,4903,4497,0,664,64,1411,0,13620,337,1453,142,0,0,9,1937528,518792,349297,387218,3676,136050,37852,295495,44947,94605,54120,3,679,14229,262,3,300,3792463,1178930,522550,194354,289871,277681,358176,79455,196004,59876,55928,102224,72050,35989,52249,67527,52942,22919,60876,28859,27222,9808,1886,113,5272,0,3244,4235,2578,65,11037,1092,6,207,274,861,3489,2433,135,3295,3271,940,3669121,3461161,205462,230590,122093,2622,11140,96,214,0,84,252,0,9529,2947,6412,0,344,6373,542,0,6191,58878,49,0,1550,19,374,630434,309259,211839,59634,5514,13581,81,16981,114,187,7949,855,1164,3165,1147198,999965,97982,375,159,0,0,1,41666,4638,143,1351,0,1,0,15,306684,68456,45,631,748,94160,1127,0,34205,9,0,0,903,0,65081,13588,0,0,806,0,0,481,0,170,0,0,186,756,301,0,969,143,0,1275,8161,232,514,119,4,3,937,1,186,4,0,689,491,580,3,1209,426,0,8313
2021年6月,31554748,19597875,6775352,127396,4847051,2537579,878282,996773,598403,542874,517683,257485,253435,7830,6138,139,1,8644,5927,3380,0,7154,109,1114,0,1898,40,732,24,0,471,0,1990478,693359,325200,354589,18770,132425,29798,267890,65394,85917,12464,46,156,3636,300,21,513,4044235,1063389,886810,221933,258771,299091,358916,69738,184854,55112,39474,91647,104058,34453,69251,62051,48054,33730,45885,35544,17196,13308,5286,177,3195,0,6268,2144,2316,36,12179,668,3,207,324,966,5280,347,91,3188,5252,1092,3636852,3368914,264968,226825,136578,2052,10254,70,206,3,4,132,1,5568,4730,9382,3,49,4693,406,0,9431,42198,0,0,559,21,353,524074,244724,172538,17330,50359,3586,150,17331,0,71,15030,280,630,1904,1275963,1087806,91919,297,275,0,104,0,87644,7296,0,61,0,0,0,0,248231,64992,187,95,237,519,3343,33,62571,0,3,0,610,0,65452,6938,0,28,3418,0,0,370,0,196,3,128,201,13548,1,204,3549,880,0,0,7101,284,85,17,3,24,275,6,139,38,320,132,503,821,5,1069,182,0,8922
