Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2002年12月,10098280,5839581,836053,154537,2658446,692927,276733,361903,207429,35739,195007,292194,58831,1217,4858,2513,0,122,854,2498,0,0,97,96,0,0,4464,6,14,0,0,0,520074,158059,110638,46139,69895,76006,4418,15097,56,28044,10992,0,118,117,34,436,27,1332431,389522,115331,117877,101308,168106,67974,37476,94027,41158,22173,48317,16113,7634,16810,23453,10256,2446,2818,9253,957,24308,1896,1,1335,0,622,604,1376,78,1858,0,0,4,10,5023,1191,308,4,94,196,8,1610019,1510572,98062,45949,31009,198,5676,96,17,0,0,4503,7,50,310,12,0,23,48,31,0,35,3647,0,0,64,0,143,145383,58081,48387,8096,23597,5443,0,466,0,0,715,0,284,313,265203,225304,27575,0,42,0,0,0,1667,10420,165,1,0,19,0,0,175400,59523,49568,0,46028,3,508,0,0,0,0,0,678,96,0,0,0,0,73,2,0,1570,2,167,883,0,2058,56,1,0,82,1300,1292,0,3081,38,105,160,1,0,1299,0,7,0,0,0,133,777,2514,101,84,456,2651
2003年,130244108,73924419,11095670,1740495,33101690,8794743,3890615,4789012,2938426,455151,2395669,3105987,626010,19870,63451,28630,63,3576,14189,33500,3,53,782,2072,1524,43560,13717,1375,5,2,1701,0,10434209,4282533,2004879,924459,1882465,379191,151464,174446,108953,333683,162946,32,641,14665,622,12407,823,16458861,5067884,1305604,1468426,1141007,1692982,1301306,320949,1086232,482391,451502,634301,235786,61168,168431,315918,52214,42597,52038,125884,17710,210144,14675,237,24458,14,9099,15320,26565,2204,70783,0,0,288,380,1932,23276,23632,175,2077,2769,553,18888397,17790159,1089597,494105,336428,6021,80441,884,49,4,145,341,31,2440,2341,1296,1,54,875,353,24,668,54399,0,0,717,1,5275,1929132,919314,602489,144075,150262,59164,141,4011,69,328,10486,294,6398,32057,3241671,2735629,382619,10,2235,92,59,5,13215,104877,387,20,109,673,0,838,2717949,752607,755913,53329,550926,283251,50691,3,0,0,0,0,50992,487,2936,39,1,6619,5943,244,0,8529,250,1865,510,0,8501,381,16,1,877,1465,11132,52,40948,1285,270,1445,44,0,19456,3,4661,6,3,16543,1859,4794,29145,5993,6560,10292,27071
2003年1月,9722906,5380342,796651,142558,2239816,710269,318762,335024,244055,38444,178671,263454,43959,1102,3691,2957,0,184,698,2159,0,5,68,697,1,0,1820,103,0,0,0,0,914504,357078,171870,62859,167800,84783,17656,10522,72,25714,15795,0,28,262,0,1,64,1154572,374994,81989,109647,99233,125281,82913,28560,58504,37556,18640,38311,11805,2484,12030,21146,5727,2338,2586,8706,723,19948,1524,10,1290,0,260,1519,1650,147,2225,0,0,0,3,89,1703,350,0,89,225,59,1481347,1393882,86948,30732,22942,352,4098,53,0,0,0,8,6,200,119,161,0,0,66,30,0,12,1767,0,0,0,0,802,138243,78868,38359,10591,4757,4219,82,139,0,41,483,55,584,65,278605,230210,37963,0,1,0,7,1,1624,8663,0,0,8,0,0,99,160005,52944,55266,0,28036,45,10642,0,0,0,0,0,2,98,0,0,0,0,57,0,0,386,0,212,7,0,49,10,0,0,77,2,416,0,7341,72,0,123,11,0,30,0,11,0,0,36,67,573,1735,270,58,247,1179
2003年2月,8645389,4850601,573603,88875,2210021,590289,270650,324088,221219,19962,168729,256078,50344,1161,4622,1629,0,200,758,2103,0,0,22,257,3,1094,2400,54,0,0,0,0,834770,383363,140955,31450,184896,46402,16451,1036,58,23654,6316,0,23,120,1,0,46,1050754,320871,59974,108014,73200,99559,86754,31676,69614,33841,17856,40940,13191,1804,11613,28711,8502,3466,4438,11926,242,14002,611,15,1593,0,87,814,2536,185,2763,0,0,22,5,52,1119,150,0,94,112,22,1263639,1194522,68254,27802,19688,270,3901,67,1,0,4,4,0,100,170,30,0,0,84,1,0,79,2153,0,0,87,0,1151,100495,42210,38274,10238,3064,5531,2,173,0,0,604,84,272,43,225982,193173,23808,0,1,0,0,0,756,8070,16,0,5,0,0,145,158376,27082,27541,0,89447,7,457,2,0,0,0,0,759,0,0,0,0,715,0,58,0,788,0,87,7,0,37,78,0,0,56,259,1322,1,2413,119,0,110,1,0,1480,0,10,0,0,0,117,538,1704,375,0,397,2408
2003年3月,11189598,6585953,924011,153855,3029279,795958,336995,446138,222824,42303,216904,268920,60504,1277,5112,2536,0,146,1189,2653,3,0,80,185,250,407,6506,353,0,0,0,0,792426,396701,83720,93064,158285,0,21648,5266,107,22469,8439,0,43,2573,31,2,79,1451854,495508,104452,130411,107299,132979,66721,32687,104372,45991,29888,60363,18581,13095,14255,26950,4906,4604,4150,9228,815,26427,756,12,2466,1,1074,900,3258,120,5975,0,0,4,34,135,1994,314,66,279,256,52,1562972,1467137,95579,50114,35082,344,7489,130,0,2,0,3,6,90,265,89,0,1,45,62,7,87,6121,0,0,24,0,214,152146,65372,55054,16807,5946,4838,23,254,0,0,3216,2,516,92,307027,263268,32145,0,2150,92,0,0,1755,7597,0,0,0,0,0,6,125273,73380,32365,0,41,54,638,0,0,0,0,0,122,221,0,0,0,379,165,1,0,823,0,156,0,0,112,5,1,0,36,1,674,6,4072,95,0,145,4,0,3741,0,0,2,0,16,160,942,2756,604,47,225,3285
2003年4月,10680543,6129296,917599,143148,2732515,713921,298208,424138,272547,40819,187010,251264,64454,1585,4763,2464,0,66,1025,3542,0,6,74,71,162,0,303,24,0,0,0,0,805638,322943,215578,76164,136016,0,4215,16173,1391,20372,10406,4,51,2231,77,1,16,1367681,414173,93076,113629,100894,125794,104398,26723,102041,36037,45969,60260,15513,4334,13792,37537,2132,2217,5753,9074,523,26122,1141,1,1999,0,831,918,2245,66,16747,0,0,13,5,164,1824,772,1,252,256,42,1493432,1401828,91479,38045,22424,402,8571,107,0,0,0,49,1,249,149,123,0,0,62,28,2,34,5554,0,0,0,0,236,107955,50265,45507,4028,3620,3096,1,103,0,0,426,40,351,517,292622,243184,40124,0,31,0,3,1,741,8318,20,0,0,26,0,146,283216,71367,129649,0,62348,0,691,0,0,0,0,0,1170,46,0,17,0,1146,442,2,0,40,0,223,0,0,36,23,2,1,29,1191,117,0,5912,80,0,321,0,0,296,0,233,0,0,74,261,897,3600,525,333,1165,977
2003年5月,9755783,5350436,845004,118594,2266992,636071,280082,351423,264475,34797,189762,225123,69869,1684,3418,1865,0,147,608,2827,0,1,32,42,6,248,1100,273,0,0,0,0,855440,361269,199859,62225,126603,0,21613,5459,27142,23479,27107,0,74,529,8,0,72,1225295,401967,79989,102766,91055,109806,55530,25763,86176,34747,36862,72145,15846,7309,13849,25296,2639,3522,3091,11136,613,32296,1772,5,1848,0,779,954,1489,58,914,0,0,7,12,76,1366,2882,0,142,99,160,1382074,1283277,98589,44046,34392,458,5012,62,11,0,0,0,5,91,84,131,0,0,135,15,0,60,2982,0,0,0,0,19,157048,84068,40742,19137,5781,5152,3,176,0,6,594,0,769,620,263377,217022,36359,0,0,0,0,0,1900,8027,1,0,9,6,0,3,339571,59951,92560,27066,75166,31569,10165,0,0,0,0,0,22832,20,460,0,0,591,672,0,0,2449,0,173,1,0,0,26,1,0,33,0,1226,0,3662,113,123,0,0,0,3213,0,26,0,0,0,61,39,3703,361,934,494,1877
2003年6月,10548033,5960184,886411,130194,2652133,685874,304597,400414,254512,35533,213044,258835,46940,4120,6645,1584,0,542,931,3890,0,1,33,55,0,788,494,15,2,0,886,0,757025,266892,192161,75940,168673,0,4208,10033,1212,22618,14490,5,40,407,63,255,27,1426591,420559,113139,112265,102335,128713,167906,26451,95672,46150,60348,39683,15553,8088,14197,26131,4278,3222,6255,7954,788,6991,3450,0,2448,0,1257,625,2923,60,6435,0,0,0,5,112,1544,195,5,101,231,6,1421784,1332436,89014,43454,24933,259,12750,70,0,0,1,10,0,278,70,247,0,0,58,10,4,16,4138,0,0,86,0,377,225368,92033,62032,9877,41960,1665,0,281,0,144,1209,75,806,15286,263219,210481,42864,0,13,0,49,0,1201,8066,5,0,22,189,0,59,298162,58753,77313,0,74750,52038,19671,0,0,0,0,0,523,0,0,0,0,935,1121,1,0,1,246,169,7,0,615,29,2,0,21,1,904,0,1969,52,16,59,0,0,3112,0,20,0,0,199,162,487,2332,266,274,729,1384
2003年7月,10603342,5830716,858139,123419,2603610,737326,327803,378218,232534,34069,198911,231825,37057,1502,2931,1675,0,496,861,2417,0,0,101,149,503,290,559,45,0,0,99,0,674992,331619,58633,88908,136618,0,7742,11089,1638,29313,8947,0,27,91,45,253,69,1417305,381157,102036,114722,112022,245546,116666,27391,80156,34800,33815,56415,13546,3921,16863,28141,3516,3426,4320,9629,2154,3861,1456,6,2367,0,1439,1107,1716,115,10124,0,0,12,31,346,2359,1063,5,127,75,47,1805216,1697536,106835,38462,27165,389,5348,81,7,1,0,0,0,119,65,107,0,2,77,4,2,70,3452,0,0,64,0,1372,181693,96619,40996,15392,19546,5807,4,768,69,18,766,5,602,1103,271055,234410,27887,0,3,0,0,0,59,8479,47,18,17,25,0,62,187907,68545,26212,0,51966,0,2304,1,0,0,0,0,24762,22,231,0,0,1100,1195,3,0,1,0,157,247,0,1206,30,1,0,38,0,132,0,3714,143,0,74,4,0,39,0,560,2,1,0,50,62,2458,534,134,754,1228
2003年8月,10624259,5928318,939456,129350,2555895,714846,333937,384931,260753,34617,188227,266814,40165,1333,9773,2445,0,1345,841,2309,0,5,41,129,75,290,0,1,0,0,322,0,841916,346577,170361,70938,140848,0,8926,12488,48976,29513,8873,14,54,4210,6,5,127,1399300,419959,127776,115945,97728,141850,133922,30729,102099,32821,45041,45488,13965,4217,13859,23460,3466,2744,6678,10738,1112,12017,990,174,1984,13,1074,811,2499,208,1276,0,0,10,54,266,1351,1382,3,197,576,87,1630630,1550599,78556,40537,27543,534,6803,46,1,0,0,30,0,199,123,41,0,48,63,113,2,68,4631,0,0,153,0,83,206093,122369,59096,14621,4065,2845,16,462,0,0,675,0,552,1392,230967,192288,29238,0,0,0,0,0,643,8634,22,0,0,2,0,125,152491,60292,0,0,0,56629,473,0,0,0,0,0,182,54,807,0,0,252,1174,54,0,2479,0,168,229,0,1102,60,1,0,23,5,1,0,2583,280,84,102,0,0,650,0,1383,0,1,15747,276,70,3214,729,136,917,2326
2003年9月,11214219,6402410,1026279,157455,2760727,743941,353701,432955,247412,41519,217846,279709,59289,1811,10892,2815,0,64,971,2939,0,17,63,196,5,0,63,152,0,1,392,0,923058,379329,159511,140552,125572,43686,6533,20631,5015,24304,16390,2,32,993,171,250,86,1424247,404978,174099,123548,92527,147632,145235,20911,85876,36768,37769,39952,18763,2585,15124,22904,5768,2945,3629,11378,1501,14812,782,4,2174,0,852,1479,1901,202,2761,0,0,63,24,235,3070,803,27,273,345,9,1511035,1411700,98224,52964,38363,744,7476,116,27,0,139,46,0,129,676,119,0,0,75,15,0,116,4544,0,0,114,0,209,154855,64363,62970,11123,7763,5624,10,480,0,15,299,0,576,1631,267132,223305,33347,10,0,0,0,0,1391,8938,0,1,0,24,0,61,284127,64977,87242,0,84696,30669,817,0,0,0,0,0,573,23,3,0,0,131,375,2,0,331,4,148,12,0,343,2,0,0,124,5,683,43,1785,139,1,0,22,0,371,2,456,0,0,28,162,108,2532,649,1641,400,4628
2003年10月,11137756,6645431,956164,184303,3094275,801141,335947,413735,231535,45168,191764,269163,50166,1384,4484,2605,63,114,1000,2069,0,16,89,86,178,77,0,33,2,0,0,0,601126,197328,206585,42565,95409,0,14929,1832,1617,29356,8217,0,113,2892,55,149,79,1449446,447643,97772,137065,85381,127955,106038,20726,89156,56095,75518,59190,21579,7942,12860,20207,3231,3299,3442,13754,1544,24406,834,0,1835,0,578,2542,1837,407,11923,0,0,109,61,224,2237,11281,53,219,105,18,1651011,1572126,78053,37591,26339,795,3263,37,0,0,0,103,1,165,294,100,0,0,33,21,1,16,6123,0,0,27,1,265,143557,58323,43062,9440,26316,3345,0,313,0,19,1149,5,353,1234,274219,237429,25563,0,0,0,0,0,1659,9507,22,1,9,0,0,0,124058,73306,0,0,25989,7056,302,0,0,0,0,0,0,3,327,0,0,999,697,5,0,0,0,72,0,0,1661,23,6,0,308,0,2150,0,1796,45,0,139,2,0,871,0,377,0,0,214,40,52,2240,1139,1337,447,2455
2003年11月,12665025,7445444,1176008,176700,3453529,892446,368788,444872,276451,39904,218125,268432,39686,1765,3637,3377,0,27,3972,2913,0,1,82,88,35,290,351,2,0,0,1,0,1134672,493112,141608,96383,193733,104317,15539,34632,1113,44863,8433,0,67,287,51,464,69,1446164,491113,99869,138274,77889,141256,111988,24633,108742,40334,29557,49259,29424,2216,12792,27184,3513,5414,4133,11050,5109,14787,513,10,2519,0,775,2642,1726,336,3763,0,0,49,41,97,2273,1850,0,165,255,1,1694057,1596248,96575,46817,28229,529,9561,21,1,0,0,1,8,235,180,71,0,2,128,10,6,49,7357,0,0,74,0,330,130674,43062,54118,16856,6934,7323,1,294,0,15,456,0,612,986,263676,225686,25876,0,0,0,0,0,1434,9785,233,0,38,402,0,5,294014,51440,135201,26263,28958,29057,2304,0,0,0,0,0,64,0,522,21,0,0,19,111,0,1230,0,181,0,0,2344,4,2,0,81,0,2274,1,1953,38,0,233,0,0,1557,0,1509,0,0,12,237,516,1532,225,1109,1319,3697
2003年12月,13457255,7415287,1196346,192043,3502900,772661,361145,453077,210110,48018,226677,266370,63578,1144,3483,2678,0,245,1334,3679,0,0,97,116,307,40077,120,319,0,0,0,0,1298642,446323,264039,83411,248010,100003,12003,45288,20610,38029,29532,6,90,68,115,11026,89,1645652,494962,171434,162140,101444,166611,123236,24697,103826,47251,20240,72295,48020,3173,17197,28250,4536,5399,3563,11310,2586,14475,846,0,1934,0,94,1010,2784,300,5877,0,0,0,104,135,2436,2588,14,139,235,48,1991202,1888869,101491,43540,29329,946,6167,94,0,0,0,86,4,585,145,75,0,0,46,43,0,62,5578,0,0,87,0,220,231004,121761,62280,5965,20510,9719,0,568,0,71,608,28,406,9089,303789,265174,27444,0,36,0,0,0,50,10795,22,0,0,0,0,126,310749,90570,92565,0,29530,76126,2227,0,0,0,0,0,2,0,587,0,0,370,25,8,0,0,0,120,0,0,994,90,1,0,52,0,1233,1,3748,109,46,140,0,0,4095,0,77,0,0,216,266,510,1340,317,558,3199,1628
2004年,171547039,97595891,16891452,2109556,44323705,11768876,4329754,5466819,4135683,602979,2811541,3092639,863745,23415,63268,31659,1,4140,13900,37164,0,199,745,6183,5228,107749,14025,20655,219,98,807,369,14045673,5568173,2774283,1325996,2056813,544156,263200,231758,477027,615628,149499,28,2321,20559,3094,11429,1708,21520048,5974684,2197698,1791613,1353764,2166836,2476515,374516,1354446,560399,488474,711098,328907,91156,185824,415014,91079,78874,54794,172974,32629,345252,16973,526,29989,6,15089,39352,27685,4550,66174,0,0,959,244,2339,29565,13319,8827,4319,5030,1049,23829547,22612090,1212319,649400,421061,22662,86213,1387,29,2,2,1726,35,11353,2913,4218,21,1130,4945,1473,46,2736,75116,23,2,2214,2,3803,2976950,1337828,1094606,254892,124289,83507,368,6181,0,2740,7815,99,7536,57074,4060344,3434475,459141,2868,2477,12,8,107,16832,137058,568,1029,126,3250,0,505,4143019,1059120,860347,641181,853256,290813,23033,15,138,36,0,1,73411,191,786,247,4,1405,2912,512,0,54413,0,1911,684,51,19809,926,24,220,989,2074,14336,251,68990,1345,5546,10098,57,0,26506,1,8261,80,19,1321,1806,6502,14110,7132,3078,13350,71718
2004年1月,10831162,6356525,1062952,143655,2801930,804138,318934,381023,253712,40379,206327,221336,52471,1204,3224,2219,0,283,762,2181,0,1,73,328,914,292,520,8177,2,0,3,1,684856,264432,208538,87798,55717,0,5252,3497,459,47110,8179,0,50,3197,217,294,116,1313210,373617,117295,127884,101490,126890,87323,22600,76132,36717,36226,75577,30605,10144,15785,17351,4821,4348,2887,17015,367,10866,1156,5,1891,0,176,1564,2241,174,6057,0,0,3,7,143,2538,62,17,291,367,39,1602907,1522297,80252,46147,28189,1148,10167,75,0,0,0,4,0,534,95,20,0,1,68,90,0,36,5188,0,0,64,0,413,223275,115982,67571,17470,10375,7424,0,711,0,173,1483,0,519,1566,285792,242131,28511,0,0,0,1,0,2612,12269,0,0,0,48,0,3,129110,53020,0,0,60867,0,343,0,0,0,0,0,2,0,521,0,0,132,66,0,0,919,0,281,0,0,5119,6,0,0,27,0,534,1,1358,113,0,62,0,0,269,0,0,0,0,0,114,574,589,746,0,1559,1885
2004年2月,13439584,7519162,1071765,173816,3551734,871618,362414,461950,321383,36549,228938,278566,79437,1298,3655,1641,0,221,798,2896,0,15,68,326,917,293,3202,267,1,7,0,23,1308739,395328,352352,46767,276322,55264,15439,12057,77043,55187,9902,0,1520,740,2,10664,152,1722678,491354,207052,144852,109902,142838,208767,42210,108202,50412,25649,55384,25289,2674,13306,30430,2659,6239,4810,12192,2800,18410,862,0,3407,0,311,1760,2898,467,3777,0,0,29,34,229,1991,352,46,296,185,84,1837432,1743312,93689,53159,38173,1913,5000,118,11,0,0,27,15,649,148,66,1,0,41,78,0,148,6232,0,0,126,0,339,209269,80248,90178,16658,8940,726,0,291,0,86,398,0,360,11383,328944,278757,35846,2,0,7,0,0,65,13691,55,0,0,334,0,0,256608,71311,111483,0,29573,2,228,0,0,0,0,0,11,25,0,0,0,0,62,99,0,3402,0,184,5,0,2419,1,1,0,39,0,511,17,19093,147,613,161,3,0,4134,0,1371,0,0,0,199,319,3013,651,0,679,6852
2004年3月,14411816,8503254,1374328,186450,3948944,1005593,400134,484996,306837,51633,267282,282533,95043,1324,3714,2328,0,231,2179,3087,0,20,41,223,733,490,2842,10192,2,5,82,19,847318,426767,97517,78891,91872,50162,28354,16783,3101,42594,7573,16,72,3446,73,20,77,1814204,512918,194627,145674,116398,186568,253375,26751,121776,44511,23998,49980,25963,5903,15769,28754,4112,7400,4612,13704,3551,7688,1072,18,2352,0,324,1150,7735,520,2023,0,0,41,20,252,2649,557,10,340,381,32,2161249,2058444,102552,43177,23577,3449,4368,88,2,0,2,178,1,814,274,86,0,1,244,69,0,155,6791,0,0,556,0,860,212617,70699,97667,21072,3740,9292,88,404,0,169,378,23,278,8807,334755,269021,46825,6,2235,3,0,0,1929,14076,16,0,0,428,0,0,238482,107603,63491,0,29435,1,2974,0,0,0,0,0,115,0,0,0,0,0,23,0,0,2,0,207,0,51,2757,71,1,0,68,0,970,0,13117,154,0,4,0,0,1,0,513,0,0,29,256,530,1612,812,696,2591,10397
2004年4月,13410514,7595552,1262518,184774,3543223,839085,361243,426057,316500,48340,209764,238864,86265,1391,3897,1853,0,310,975,2538,0,67,44,1637,64,479,197,415,32,4,0,24,1087185,384470,180793,128173,178489,55093,80904,23180,1915,44024,8672,0,68,1185,91,1,125,1717098,467054,157328,138433,94990,140147,237132,30793,94597,38274,37773,57407,47479,4693,14753,31859,6755,6001,4238,13993,3104,61050,719,7,3364,0,4489,988,2272,461,2383,0,0,4,3,220,1902,2439,8603,425,270,61,1928495,1841898,86499,61863,39745,3175,7241,81,1,0,0,119,0,1335,326,89,0,0,79,93,0,305,8547,0,0,462,0,181,222385,87628,93394,11850,3900,8586,36,365,0,355,911,0,746,14615,326276,273168,38082,18,0,0,0,0,954,13264,75,0,10,543,0,89,260808,118266,0,0,59900,50042,5373,6,0,0,0,1,3,0,0,0,0,258,73,2,0,0,0,316,0,0,1520,42,0,185,102,0,1055,42,3056,97,44,547,13,0,6778,1,1033,0,0,470,166,215,1424,772,0,3904,5099
2004年5月,14837113,8138498,1451236,200864,3411678,1052244,382822,503568,345300,52318,258869,271537,62125,1572,4495,2796,0,198,878,3079,0,15,54,306,182,39577,1167,187,16,13,207,30,1237692,377587,225667,188359,206704,57507,22481,19954,62924,59745,15119,0,79,849,486,0,232,1889859,567204,160287,143361,118085,176667,176986,36164,123505,56428,24281,61681,35907,19262,18401,34890,10772,4349,5008,14334,4083,66704,1073,89,4063,0,1229,7865,2270,307,7365,0,0,9,8,197,2945,2164,3,207,549,24,2169390,2050907,118482,53069,30107,2939,8118,102,8,0,0,141,0,1777,727,676,0,0,560,134,0,160,6833,0,0,293,0,440,366125,169447,141059,14569,21121,2968,9,615,0,524,547,0,920,14345,352407,288085,49035,24,1,0,0,12,1082,12332,60,1024,44,353,0,225,406158,107769,71882,66180,60628,36987,3198,0,0,0,0,0,30900,9,0,0,0,158,96,0,0,3069,0,178,27,0,1427,284,1,34,14,736,2434,30,6318,70,109,69,1,0,349,0,3312,1,0,285,338,189,1679,434,164,1126,5672
2004年6月,14949562,8268100,1493893,171940,3704421,978279,349332,455703,326056,45406,268332,276044,101967,859,1579,2077,1,164,920,4873,0,9,59,955,760,831,106,731,0,2,178,23,1318591,687828,250282,165989,119462,20216,13651,7713,1063,44894,6840,0,78,176,336,0,63,1892803,500096,167318,158338,113070,241542,241546,27708,132900,51702,27712,68784,25400,8665,12713,38147,13760,5405,4270,18431,3397,16400,1368,0,2377,0,1136,1271,1327,364,3157,0,0,1,5,69,2436,292,3,279,548,428,2007790,1890966,116786,64965,48058,1200,4623,238,2,0,0,266,0,903,228,1642,0,0,367,106,14,155,6339,7,0,79,0,340,352826,158905,118033,26475,37569,7787,12,946,0,171,520,0,972,1436,329603,276552,40359,3,1,0,2,0,1281,11152,58,0,0,64,0,65,516996,100081,148472,0,171799,72104,6961,0,0,0,0,0,100,0,0,25,0,65,133,2,0,1877,0,144,42,0,1814,141,2,0,96,21,1552,1,2580,97,2,842,1,0,999,0,1226,0,0,1,61,648,1149,339,0,1077,2540
2004年7月,14066224,8081938,1343891,157551,3768476,992973,348841,460866,359903,50524,227318,234006,57190,3388,2031,1998,0,1236,925,4075,0,17,53,143,98,408,264,17,0,1,244,36,1084381,342234,267817,127434,143785,57687,12930,33215,18712,52015,27381,1,121,955,48,5,42,1790291,479419,132814,143387,118987,235052,280929,32494,103048,41360,20331,50015,22667,2423,12315,30778,7020,8313,5464,14123,2550,31871,1259,19,2117,0,1375,1301,1138,353,1931,0,0,0,17,88,2626,1039,14,246,421,50,1904733,1793302,111341,44437,29970,848,6778,118,0,0,0,150,0,501,58,632,1,0,51,120,4,26,4798,0,0,73,0,298,239807,100875,100194,20561,5789,9212,34,580,0,71,843,9,392,1247,311519,259000,39926,1,54,0,0,0,2191,9854,91,0,33,343,0,0,410623,106606,37906,102222,70764,34269,1096,3,0,0,0,0,59,0,0,0,0,0,656,0,0,38834,0,120,29,0,2411,28,3,0,36,2,1160,0,5957,131,0,1302,0,0,189,0,157,3,18,67,90,505,1053,817,957,1345,1828
2004年8月,14177496,8143651,1411825,175058,3646810,926850,352789,499590,358047,53189,236786,277024,61828,1590,2285,2322,0,363,2140,3737,0,5,99,189,131,54124,238,47,0,4,12,66,1058833,417341,185256,55208,153780,57606,23761,31227,65419,58398,7811,0,45,2464,154,0,363,1801394,512527,158238,171412,123170,175391,197449,28807,113346,49316,33544,57629,26529,3162,16507,41457,9658,3067,3868,14428,2710,39780,1206,263,1772,0,652,1100,1541,602,7077,0,0,39,61,314,3125,294,24,417,205,72,2004576,1908152,95386,67479,48635,1100,6069,102,2,2,0,331,0,784,13,166,0,0,273,73,4,175,6822,0,0,64,2,374,292863,139198,88160,38421,13880,10460,0,520,0,257,555,11,967,434,328165,271372,45291,0,53,0,5,0,210,10451,14,0,0,559,0,85,244841,74857,76008,38120,31992,0,524,2,0,0,0,0,180,106,0,0,0,236,1088,84,0,47,0,91,33,0,1032,100,2,0,38,58,2997,0,4544,57,0,2788,0,0,3095,0,125,0,0,131,78,188,707,757,1226,494,3055
2004年9月,14494258,8369816,1497049,174310,3779396,1006482,357885,457290,416623,54057,226838,266280,40871,2029,14791,3878,0,235,997,3068,0,9,42,159,262,526,174,337,0,12,0,12,1465231,637531,233649,94491,269945,0,12922,20533,146411,43269,5058,0,37,887,313,106,80,1628314,476064,182781,139196,108766,157829,157717,37589,86274,39505,47900,50465,21832,3939,16049,34846,6677,6469,3379,13902,1867,15153,1102,1,1794,6,849,1550,1681,426,5355,0,0,31,43,447,4973,151,37,456,743,25,1874011,1766431,106812,52714,33955,1652,10016,140,1,0,0,129,3,914,48,142,0,206,577,195,3,125,4474,0,0,56,0,38,191808,83487,79237,16430,2997,7873,54,191,0,215,261,37,574,438,359618,312151,36137,16,26,0,0,0,515,10064,86,2,26,460,0,0,310636,76223,43735,120087,39622,5,486,0,0,36,0,0,85,0,264,0,0,265,72,0,0,0,0,160,38,0,471,110,2,0,347,5,804,0,2345,13,247,1658,38,0,7198,0,9,0,0,24,22,257,943,670,0,218,14175
